Country,Year,Species_Type,Count,Source
Tunisia,2021,Threatened Species: Plants (number),14.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Tunisia,2022,Threatened Species: Plants (number),14.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Tunisia,2023,Threatened Species: Plants (number),12.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Tunisia,2004,Threatened Species: Total (number),36.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Tunisia,2010,Threatened Species: Total (number),75.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Tunisia,2015,Threatened Species: Total (number),83.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Tunisia,2020,Threatened Species: Total (number),107.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Tunisia,2021,Threatened Species: Total (number),120.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Tunisia,2022,Threatened Species: Total (number),129.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Tunisia,2023,Threatened Species: Total (number),128.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Türkiye,2004,Threatened Species: Vertebrates (number),76.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Türkiye,2010,Threatened Species: Vertebrates (number),130.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Türkiye,2015,Threatened Species: Vertebrates (number),191.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Türkiye,2020,Threatened Species: Vertebrates (number),209.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Türkiye,2021,Threatened Species: Vertebrates (number),216.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Türkiye,2022,Threatened Species: Vertebrates (number),217.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Türkiye,2023,Threatened Species: Vertebrates (number),219.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Türkiye,2004,Threatened Species: Invertebrates (number),13.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Türkiye,2010,Threatened Species: Invertebrates (number),15.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Türkiye,2015,Threatened Species: Invertebrates (number),76.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Türkiye,2020,Threatened Species: Invertebrates (number),88.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Türkiye,2021,Threatened Species: Invertebrates (number),87.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Türkiye,2022,Threatened Species: Invertebrates (number),90.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Türkiye,2023,Threatened Species: Invertebrates (number),87.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Türkiye,2004,Threatened Species: Plants (number),3.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Türkiye,2010,Threatened Species: Plants (number),5.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Türkiye,2015,Threatened Species: Plants (number),103.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Türkiye,2020,Threatened Species: Plants (number),138.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Türkiye,2021,Threatened Species: Plants (number),139.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Türkiye,2022,Threatened Species: Plants (number),144.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Türkiye,2023,Threatened Species: Plants (number),138.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Türkiye,2004,Threatened Species: Total (number),92.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Türkiye,2010,Threatened Species: Total (number),150.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Türkiye,2015,Threatened Species: Total (number),370.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Türkiye,2020,Threatened Species: Total (number),435.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Türkiye,2021,Threatened Species: Total (number),442.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Türkiye,2022,Threatened Species: Total (number),451.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Türkiye,2023,Threatened Species: Total (number),444.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Turkmenistan,2004,Threatened Species: Vertebrates (number),35.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Turkmenistan,2010,Threatened Species: Vertebrates (number),37.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Turkmenistan,2015,Threatened Species: Vertebrates (number),38.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Turkmenistan,2020,Threatened Species: Vertebrates (number),48.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Turkmenistan,2021,Threatened Species: Vertebrates (number),48.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Turkmenistan,2022,Threatened Species: Vertebrates (number),47.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Turkmenistan,2023,Threatened Species: Vertebrates (number),45.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Turkmenistan,2004,Threatened Species: Invertebrates (number),5.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Turkmenistan,2010,Threatened Species: Invertebrates (number),5.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Turkmenistan,2015,Threatened Species: Invertebrates (number),7.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Turkmenistan,2020,Threatened Species: Invertebrates (number),7.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Turkmenistan,2021,Threatened Species: Invertebrates (number),7.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Turkmenistan,2022,Threatened Species: Invertebrates (number),7.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Turkmenistan,2023,Threatened Species: Invertebrates (number),7.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Turkmenistan,2004,Threatened Species: Plants (number),0.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Turkmenistan,2010,Threatened Species: Plants (number),3.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Turkmenistan,2015,Threatened Species: Plants (number),4.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Turkmenistan,2020,Threatened Species: Plants (number),4.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Turkmenistan,2021,Threatened Species: Plants (number),4.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Turkmenistan,2022,Threatened Species: Plants (number),6.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Turkmenistan,2023,Threatened Species: Plants (number),7.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Turkmenistan,2004,Threatened Species: Total (number),40.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Turkmenistan,2010,Threatened Species: Total (number),45.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Turkmenistan,2015,Threatened Species: Total (number),49.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
