Country,Year,Species_Type,Count,Source
Nicaragua,2004,Threatened Species: Total (number),90.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nicaragua,2010,Threatened Species: Total (number),121.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nicaragua,2015,Threatened Species: Total (number),141.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nicaragua,2020,Threatened Species: Total (number),161.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nicaragua,2021,Threatened Species: Total (number),226.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nicaragua,2022,Threatened Species: Total (number),303.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nicaragua,2023,Threatened Species: Total (number),310.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niger,2004,Threatened Species: Vertebrates (number),12.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niger,2010,Threatened Species: Vertebrates (number),22.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niger,2015,Threatened Species: Vertebrates (number),27.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niger,2020,Threatened Species: Vertebrates (number),32.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niger,2021,Threatened Species: Vertebrates (number),36.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niger,2022,Threatened Species: Vertebrates (number),37.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niger,2023,Threatened Species: Vertebrates (number),38.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niger,2004,Threatened Species: Invertebrates (number),1.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niger,2010,Threatened Species: Invertebrates (number),2.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niger,2015,Threatened Species: Invertebrates (number),1.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niger,2020,Threatened Species: Invertebrates (number),1.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niger,2021,Threatened Species: Invertebrates (number),2.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niger,2022,Threatened Species: Invertebrates (number),2.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niger,2023,Threatened Species: Invertebrates (number),2.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niger,2004,Threatened Species: Plants (number),2.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niger,2010,Threatened Species: Plants (number),2.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niger,2015,Threatened Species: Plants (number),3.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niger,2020,Threatened Species: Plants (number),4.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niger,2021,Threatened Species: Plants (number),4.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niger,2022,Threatened Species: Plants (number),4.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niger,2023,Threatened Species: Plants (number),4.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niger,2004,Threatened Species: Total (number),15.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niger,2010,Threatened Species: Total (number),26.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niger,2015,Threatened Species: Total (number),31.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niger,2020,Threatened Species: Total (number),37.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niger,2021,Threatened Species: Total (number),42.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niger,2022,Threatened Species: Total (number),43.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niger,2023,Threatened Species: Total (number),44.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nigeria,2004,Threatened Species: Vertebrates (number),61.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nigeria,2010,Threatened Species: Vertebrates (number),113.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nigeria,2015,Threatened Species: Vertebrates (number),127.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nigeria,2020,Threatened Species: Vertebrates (number),156.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nigeria,2021,Threatened Species: Vertebrates (number),170.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nigeria,2022,Threatened Species: Vertebrates (number),188.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nigeria,2023,Threatened Species: Vertebrates (number),190.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nigeria,2004,Threatened Species: Invertebrates (number),1.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nigeria,2010,Threatened Species: Invertebrates (number),12.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nigeria,2015,Threatened Species: Invertebrates (number),17.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nigeria,2020,Threatened Species: Invertebrates (number),13.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nigeria,2021,Threatened Species: Invertebrates (number),15.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nigeria,2022,Threatened Species: Invertebrates (number),15.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nigeria,2023,Threatened Species: Invertebrates (number),15.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nigeria,2004,Threatened Species: Plants (number),170.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nigeria,2010,Threatened Species: Plants (number),172.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nigeria,2015,Threatened Species: Plants (number),189.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nigeria,2020,Threatened Species: Plants (number),211.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nigeria,2021,Threatened Species: Plants (number),218.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nigeria,2022,Threatened Species: Plants (number),258.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nigeria,2023,Threatened Species: Plants (number),262.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nigeria,2004,Threatened Species: Total (number),232.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nigeria,2010,Threatened Species: Total (number),297.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nigeria,2015,Threatened Species: Total (number),333.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nigeria,2020,Threatened Species: Total (number),380.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nigeria,2021,Threatened Species: Total (number),403.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nigeria,2022,Threatened Species: Total (number),461.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Nigeria,2023,Threatened Species: Total (number),467.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niue,2004,Threatened Species: Vertebrates (number),12.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niue,2010,Threatened Species: Vertebrates (number),20.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niue,2015,Threatened Species: Vertebrates (number),20.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niue,2020,Threatened Species: Vertebrates (number),25.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niue,2021,Threatened Species: Vertebrates (number),27.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niue,2022,Threatened Species: Vertebrates (number),30.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niue,2023,Threatened Species: Vertebrates (number),33.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niue,2004,Threatened Species: Invertebrates (number),0.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niue,2010,Threatened Species: Invertebrates (number),23.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niue,2015,Threatened Species: Invertebrates (number),30.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niue,2020,Threatened Species: Invertebrates (number),30.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niue,2021,Threatened Species: Invertebrates (number),31.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niue,2022,Threatened Species: Invertebrates (number),31.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niue,2023,Threatened Species: Invertebrates (number),31.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niue,2004,Threatened Species: Plants (number),0.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niue,2010,Threatened Species: Plants (number),0.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niue,2015,Threatened Species: Plants (number),0.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niue,2020,Threatened Species: Plants (number),1.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niue,2021,Threatened Species: Plants (number),1.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niue,2022,Threatened Species: Plants (number),2.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niue,2023,Threatened Species: Plants (number),2.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niue,2004,Threatened Species: Total (number),12.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niue,2010,Threatened Species: Total (number),43.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niue,2015,Threatened Species: Total (number),50.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niue,2020,Threatened Species: Total (number),56.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niue,2021,Threatened Species: Total (number),59.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niue,2022,Threatened Species: Total (number),63.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Niue,2023,Threatened Species: Total (number),66.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Norfolk Island,2004,Threatened Species: Vertebrates (number),21.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Norfolk Island,2010,Threatened Species: Vertebrates (number),19.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Norfolk Island,2015,Threatened Species: Vertebrates (number),17.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Norfolk Island,2020,Threatened Species: Vertebrates (number),25.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Norfolk Island,2021,Threatened Species: Vertebrates (number),26.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Norfolk Island,2022,Threatened Species: Vertebrates (number),28.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Norfolk Island,2023,Threatened Species: Vertebrates (number),28.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Norfolk Island,2004,Threatened Species: Invertebrates (number),12.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Norfolk Island,2010,Threatened Species: Invertebrates (number),21.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Norfolk Island,2015,Threatened Species: Invertebrates (number),23.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Norfolk Island,2020,Threatened Species: Invertebrates (number),23.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Norfolk Island,2021,Threatened Species: Invertebrates (number),23.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Norfolk Island,2022,Threatened Species: Invertebrates (number),24.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Norfolk Island,2023,Threatened Species: Invertebrates (number),24.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Norfolk Island,2004,Threatened Species: Plants (number),1.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Norfolk Island,2010,Threatened Species: Plants (number),1.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Norfolk Island,2015,Threatened Species: Plants (number),1.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Norfolk Island,2020,Threatened Species: Plants (number),2.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Norfolk Island,2021,Threatened Species: Plants (number),2.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Norfolk Island,2022,Threatened Species: Plants (number),2.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Norfolk Island,2023,Threatened Species: Plants (number),2.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Norfolk Island,2004,Threatened Species: Total (number),34.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Norfolk Island,2010,Threatened Species: Total (number),41.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Norfolk Island,2015,Threatened Species: Total (number),41.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Norfolk Island,2020,Threatened Species: Total (number),50.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Norfolk Island,2021,Threatened Species: Total (number),51.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Norfolk Island,2022,Threatened Species: Total (number),54.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Norfolk Island,2023,Threatened Species: Total (number),54.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
North Macedonia,2004,Threatened Species: Vertebrates (number),24.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
North Macedonia,2010,Threatened Species: Vertebrates (number),31.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
North Macedonia,2015,Threatened Species: Vertebrates (number),31.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
North Macedonia,2020,Threatened Species: Vertebrates (number),34.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
North Macedonia,2021,Threatened Species: Vertebrates (number),35.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
North Macedonia,2022,Threatened Species: Vertebrates (number),36.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
North Macedonia,2023,Threatened Species: Vertebrates (number),37.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
North Macedonia,2004,Threatened Species: Invertebrates (number),5.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
North Macedonia,2010,Threatened Species: Invertebrates (number),59.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
North Macedonia,2015,Threatened Species: Invertebrates (number),69.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
North Macedonia,2020,Threatened Species: Invertebrates (number),86.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
North Macedonia,2021,Threatened Species: Invertebrates (number),86.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
North Macedonia,2022,Threatened Species: Invertebrates (number),98.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
North Macedonia,2023,Threatened Species: Invertebrates (number),99.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
North Macedonia,2004,Threatened Species: Plants (number),0.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
North Macedonia,2010,Threatened Species: Plants (number),0.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
North Macedonia,2015,Threatened Species: Plants (number),0.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
North Macedonia,2020,Threatened Species: Plants (number),13.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
North Macedonia,2021,Threatened Species: Plants (number),13.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
North Macedonia,2022,Threatened Species: Plants (number),13.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
North Macedonia,2023,Threatened Species: Plants (number),6.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
North Macedonia,2004,Threatened Species: Total (number),29.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
North Macedonia,2010,Threatened Species: Total (number),90.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
North Macedonia,2015,Threatened Species: Total (number),100.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
North Macedonia,2020,Threatened Species: Total (number),133.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
North Macedonia,2021,Threatened Species: Total (number),134.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
North Macedonia,2022,Threatened Species: Total (number),147.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
North Macedonia,2023,Threatened Species: Total (number),142.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Northern Mariana Islands,2004,Threatened Species: Vertebrates (number),22.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Northern Mariana Islands,2010,Threatened Species: Vertebrates (number),29.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Northern Mariana Islands,2015,Threatened Species: Vertebrates (number),37.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Northern Mariana Islands,2020,Threatened Species: Vertebrates (number),42.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Northern Mariana Islands,2021,Threatened Species: Vertebrates (number),47.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Northern Mariana Islands,2022,Threatened Species: Vertebrates (number),44.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Northern Mariana Islands,2023,Threatened Species: Vertebrates (number),47.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Northern Mariana Islands,2004,Threatened Species: Invertebrates (number),2.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Northern Mariana Islands,2010,Threatened Species: Invertebrates (number),51.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Northern Mariana Islands,2015,Threatened Species: Invertebrates (number),57.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Northern Mariana Islands,2020,Threatened Species: Invertebrates (number),57.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Northern Mariana Islands,2021,Threatened Species: Invertebrates (number),58.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Northern Mariana Islands,2022,Threatened Species: Invertebrates (number),58.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Northern Mariana Islands,2023,Threatened Species: Invertebrates (number),57.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Northern Mariana Islands,2004,Threatened Species: Plants (number),4.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Northern Mariana Islands,2010,Threatened Species: Plants (number),5.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Northern Mariana Islands,2015,Threatened Species: Plants (number),5.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Northern Mariana Islands,2020,Threatened Species: Plants (number),6.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Northern Mariana Islands,2021,Threatened Species: Plants (number),6.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Northern Mariana Islands,2022,Threatened Species: Plants (number),6.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Northern Mariana Islands,2023,Threatened Species: Plants (number),7.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Northern Mariana Islands,2004,Threatened Species: Total (number),28.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Northern Mariana Islands,2010,Threatened Species: Total (number),85.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Northern Mariana Islands,2015,Threatened Species: Total (number),99.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Northern Mariana Islands,2020,Threatened Species: Total (number),105.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Northern Mariana Islands,2021,Threatened Species: Total (number),111.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Northern Mariana Islands,2022,Threatened Species: Total (number),108.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Northern Mariana Islands,2023,Threatened Species: Total (number),111.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Norway,2004,Threatened Species: Vertebrates (number),22.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Norway,2010,Threatened Species: Vertebrates (number),27.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
